"Date";"Building";"Contents";"Profits";"Total"
1983-05-10;0.86985539;0.3392659;0;1.209121
1983-05-13;1.02335929;0.1334816;0;1.156841
1983-05-14;0;2.224694;0;2.224694
1983-05-17;0.66740823;0.5728587;0;1.240267
1983-05-18;0.88987764;0.2693782;0;1.159256
1983-05-24;1.66852058;0;0;1.668521
1983-05-27;1.11234705;1.668521;0.556173526;3.337041
1983-05-29;7.78642937;1.50723;0.778642937;10.072303
1983-06-06;1.66852058;0.4727475;0;2.141268
1983-06-07;1.1679644;0.3070078;0;1.474972
1983-06-10;0;1.112347;0;1.112347
1983-06-10;1.68965517;0;0;1.689655
1983-06-17;1.66852058;0;0;1.668521
1983-06-19;1.22358176;0.3715239;0.022246941;1.617353
1983-06-22;0.44493882;0.6674082;0;1.112347
1983-06-23;1.77975528;0.2780868;0.111234705;2.169077
1983-06-24;0.93770857;0.5561735;0;1.493882
1983-06-29;1.11234705;0.1846496;0.111234705;1.408231
1983-07-01;0;1.612903;0.889877642;2.502781
1983-07-03;2.25806452;0;0;2.258065
1983-07-03;3.55951057;0.1668521;0;3.726363
1983-07-04;0.80839488;1.085305;0;1.8937
1983-07-04;1.70411568;0;0;1.704116
1983-07-07;1.97125139;0.2809466;0.090656285;2.342854
1983-07-08;1.94660734;0;0;1.946607
1983-07-12;1.27919911;0;0;1.279199
1983-07-15;1.51069633;0;0;1.510696
1983-07-17;1.77975528;0.6674082;0;2.447164
1983-07-18;2.72969967;0.6674082;0.278086763;3.675195
1983-07-19;2.02276418;0.3554772;0;2.378241
1983-07-20;1.39043382;0.3503893;0.033370412;1.774194
1983-07-20;0.79577308;0.663515;0.055839822;1.515128
1983-07-25;1.91657397;0.1902113;0.127919911;2.234705
1983-07-25;1.38042269;0.3248053;0.111234705;1.816463
1983-08-02;0;3.448276;0;3.448276
1983-08-05;4.67185762;0;0;4.671858
1983-08-09;0.82313682;0.3337041;0;1.156841
1983-08-16;1.11234705;0.1112347;0;1.223582
1983-08-16;0;3.189052;0.889877642;4.07893
1983-08-17;0.77864294;0.4137931;0;1.192436
1983-08-22;1.20409344;0;0;1.204093
1983-08-22;2.55839822;0;0;2.558398
1983-08-22;1.29032258;0.2280311;0.100111235;1.618465
1983-08-23;1.38042269;0.2636263;0.177975528;1.822024
1983-08-25;1.14085762;0.3022803;0.167426029;1.610564
1983-08-25;1.22358176;0.5595106;0.077864294;1.860957
1983-08-25;4.05784205;3.934228;0;7.99207
1983-08-28;1.44605117;0.3392659;0;1.785317
1983-08-30;4.00444939;0.8898776;0;4.894327
1983-08-31;2.52057842;0;0;2.520578
1983-08-31;0.97886541;0.32703;0.088987764;1.394883
1983-08-31;1.39043382;0;0;1.390434
1983-09-01;1.29717909;0;0;1.297179
1983-09-01;2.2246941;0.8898776;0.556173526;3.670745
1983-09-03;0.88987764;2.986652;0;3.876529
1983-09-03;1.80756396;1.779755;0;3.587319
1983-09-04;1.21904004;0.2189143;0;1.437954
1983-09-05;1.17527475;0;0;1.175275
1983-09-08;1.50166852;0;0;1.501669
1983-09-09;0.55617353;0.6024605;0.347369299;1.506003
1983-09-13;1.49054505;3.100111;1.334816463;5.925473
1983-09-16;5.56173526;5.401557;1.668520578;12.631813
1983-09-16;2.3381535;0.7230256;0;3.061179
1983-09-17;1.01223582;0.2903226;0.133481646;1.43604
1983-09-18;1.77975528;0.2769744;0.22246941;2.279199
1983-09-18;1.03395106;0.4578154;0;1.491766
1983-09-19;4.02002225;2.896532;0;6.916554
1983-09-21;1.45406229;0.1501669;0;1.604229
1983-09-25;1.66852058;0;0;1.668521
1983-09-25;1.15721135;0;0;1.157211
1983-09-27;0;1.209121;0.111234705;1.320356
1983-09-29;0.66740823;2.780868;0;3.448276
1983-10-01;1.69767519;0.2780868;0;1.975762
1983-10-02;1.33481646;0.4771969;0.044493882;1.856507
1983-10-03;1.66852058;0.3337041;0;2.002225
1983-10-03;2.3415762;2.402754;0.556173526;5.300504
1983-10-05;3.00333704;1.001112;0;4.004449
1983-10-06;1.1244683;0;0;1.124468
1983-10-07;1.54649499;0;0;1.546495
1983-10-11;2.2246941;0.3337041;0;2.558398
1983-10-20;0;1.479166;0;1.479166
1983-10-22;0.06084538;1.131813;0.066740823;1.259399
1983-10-22;0;3.197998;0;3.197998
1983-10-24;2.00222469;0.7786429;0.333704116;3.114572
1983-10-27;1.00111235;0.3114572;0;1.31257
1983-11-01;3.55951057;1.779755;0.333704116;5.67297
1983-11-13;7.23025584;6.117909;0;13.348165
1983-11-15;5.65850945;5.773081;0;11.431591
1983-11-16;2.66963293;1.311457;0.278086763;4.259177
1983-11-23;0.64682981;2.108206;0.611790879;3.366826
1983-11-25;0.77864294;0.3337041;0;1.112347
1983-11-26;0;1.112347;0;1.112347
1983-11-28;0.88987764;0.5561735;0;1.446051
1983-11-30;1.44605117;0.6270634;0;2.073115
1983-12-07;1.22358176;0;0;1.223582
1983-12-15;1.0567297;0.5561735;0;1.612903
1983-12-17;1.01223582;0.1123471;0.194660734;1.319244
1983-12-19;0.65628476;0.4727475;0;1.129032
1983-12-20;1.77975528;0.5561735;0;2.335929
1983-12-23;1.11234705;0.6117909;0;1.724138
1983-12-24;6.67408231;4.449388;0;11.123471
1983-12-25;1.11234705;0.5561735;0;1.668521
1983-12-25;0;1.557286;0;1.557286
1983-12-27;1.55728587;0;0;1.557286
1983-12-27;1.93331146;0;0;1.933311
1983-12-27;1.59065628;0.1334816;0;1.724138
1983-12-30;0.94549499;0.5561735;0;1.501669
1984-01-01;1.20418848;0.898534;0.104712042;2.207435
1984-01-01;0.83769634;0.2094241;0;1.04712
1984-01-02;1.05886911;0.3141361;0.052356021;1.425361
1984-01-04;1.32984293;0.03141361;0;1.361257
1984-01-07;0;2.094241;7.219895288;9.314136
1984-01-08;1.64489005;0;0;1.64489
1984-01-09;0;2.617801;0;2.617801
1984-01-10;2.41441047;0.1267016;0;2.541112
1984-01-14;0;1.256545;0.314136126;1.570681
1984-01-15;1.2565445;0;0;1.256545
1984-01-31;0.94240838;0.2020942;0.314136126;1.458639
1984-02-06;1.04712042;0;0;1.04712
1984-02-07;1.97382199;0.2575916;0;2.231414
1984-02-07;2.19895288;0;0;2.198953
1984-02-16;0;5.026178;0;5.026178
1984-02-25;1.67539267;0.7329843;0;2.408377
1984-02-28;1.05298429;0.5991937;0;1.652178
1984-02-29;1.15183246;0;0;1.151832
1984-03-06;0.80555183;0.2452241;0.268907853;1.319684
1984-03-06;2.61780105;0.08376963;0;2.701571
1984-03-06;2.19895288;0.3455497;0;2.544503
1984-03-07;1.78010471;0.5759162;0;2.356021
1984-03-07;0;1.256545;0;1.256545
1984-03-08;1.2565445;0.4188482;0;1.675393
1984-03-09;1.36125654;0;0;1.361257
1984-03-12;0.73298429;3.141361;0;3.874346
1984-03-15;0.87958115;0.8900524;0;1.769634
1984-03-17;0.65968586;0.4586387;0;1.118325
1984-03-17;1.72774869;0.4816754;0;2.209424
1984-03-19;0.83036649;0.2680628;0;1.098429
1984-03-25;1.15183246;0;0;1.151832
1984-03-27;2.38783351;0.5759162;0;2.96375
1984-03-28;2.61780105;9.005236;0;11.623037
1984-03-28;11.08167539;3.211518;0;14.293194
1984-04-03;1.2565445;0.03141361;0;1.287958
1984-04-07;1.46596859;0;0;1.465969
1984-04-14;3.15183246;9.424084;1.047120419;13.623037
1984-04-19;0.41256545;0.6680628;0.04921466;1.129843
1984-04-19;1.28272251;0.5340314;0.586387435;2.403141
1984-04-22;4.18848168;1.256545;0;5.445026
1984-04-25;0.83350785;0.2134031;0;1.046911
1984-04-26;1.0591623;0;0;1.059162
1984-04-26;0;2.094241;0;2.094241
1984-04-26;0;1.855497;0;1.855497
1984-04-27;1.57068063;0;0;1.570681
1984-04-27;1.36125654;0.5759162;0;1.937173
1984-04-30;1.78010471;0.2136126;0.209424084;2.203141
1984-05-02;2.09424084;0.3664921;0;2.460733
1984-05-12;1.08730262;0.3403141;0;1.427617
1984-05-12;1.2565445;0.321466;0.157068063;1.735079
1984-05-13;2.61780105;1.465969;0;4.08377
1984-05-14;1.15183246;0.9005236;0.104712042;2.157068
1984-05-19;1.46596859;0;0;1.465969
1984-05-20;0.54031414;0.6282723;0;1.168586
1984-05-20;1.04712042;0.07329843;0.104712042;1.225131
1984-05-29;0;1.151832;0;1.151832
1984-06-01;3.45549738;0.3141361;0;3.769634
1984-06-01;1.05316754;0;0.041884817;1.095052
1984-06-04;1.15183246;0.05235602;0;1.204188
1984-06-07;0;2.617801;0;2.617801
1984-06-08;1.36125654;0.5099476;0;1.871204
1984-06-08;2.09424084;2.303665;0;4.397906
1984-06-08;3.35078534;1.256545;0;4.60733
1984-06-11;0.52356021;15.50512;2.617801047;18.646484
1984-06-14;1.04712042;0;0;1.04712
1984-06-18;0;1.04712;0;1.04712
1984-06-19;1.04712042;0;0;1.04712
1984-06-19;0.10471204;15.70681;0;15.811518
1984-06-22;0;1.497382;0.492146597;1.989529
1984-06-24;1.04712042;0;0;1.04712
1984-06-24;1.02617801;0.2303665;0;1.256545
1984-07-01;0.94240838;0.2094241;0;1.151832
1984-07-05;0.89005236;0.1832461;0;1.073298
1984-07-09;1.06415812;0.1302628;0;1.194421
1984-07-12;0.94240838;0.1219529;0;1.064361
1984-07-12;1.25549738;0.1287958;0;1.384293
1984-07-12;0.73298429;0.3874346;0.010471204;1.13089
1984-07-15;1.15183246;0;0;1.151832
1984-07-17;1.67539267;0.1183246;0;1.793717
1984-07-20;1.14136126;0;0;1.141361
1984-07-23;0.90756545;0.6991623;0.02617801;1.632906
1984-07-27;1.57068063;1.073298;0;2.643979
1984-08-01;1.08376963;0.2031267;0;1.286896
1984-08-01;1.30890052;3.141361;0;4.450262
1984-08-01;1.04712042;0.1895288;0;1.236649
1984-08-02;1.36125654;0.5979058;0;1.959162
1984-08-04;0.98162618;0.2094241;0;1.19105
1984-08-05;0.2408377;0.6338052;0.439790576;1.314434
1984-08-07;1.46596859;0.5235602;0;1.989529
1984-08-09;1.0338199;0.4429152;0.172835602;1.649571
1984-08-10;2.30366492;0.4188482;0;2.722513
1984-08-11;0.63532565;0.3994429;0.097652356;1.132421
1984-08-16;1.78010471;0;0;1.780105
1984-08-17;0.81151832;0.7958115;0;1.60733
1984-08-20;0.31413613;0.8900524;0;1.204188
1984-08-20;0.83769634;0.2356021;0;1.073298
1984-08-20;0.96335079;0.1361257;0;1.099476
1984-08-21;1.19371728;0.2020942;0.010471204;1.406283
1984-08-21;1.96544503;0;0;1.965445
1984-08-26;2.40837696;0.6930335;0.261780105;3.363191
1984-08-28;1.57068063;0;0;1.570681
1984-08-28;1.2565445;0;0;1.256545
1984-08-29;1.57068063;1.19176;0;2.762441
1984-08-31;0.73140733;0.3350785;0;1.066486
1984-08-31;0.83769634;0.3648618;0.17539267;1.377951
1984-09-02;0.92957277;0.3706806;0;1.300253
1984-09-04;1.0052356;0.3141361;0;1.319372
1984-09-05;2.19895288;1.204188;0;3.403141
1984-09-09;1.36125654;0;0;1.361257
1984-09-09;0.20942408;0.9685864;0;1.17801
1984-09-10;3.66492147;0.6282723;0;4.293194
1984-09-11;3.14136126;0.8293194;0.837696335;4.808377
1984-09-11;0;1.04712;0.052356021;1.099476
1984-09-14;1.87958115;0.3403141;0;2.219895
1984-09-15;1.57068063;1.04712;0;2.617801
1984-09-18;1.36125654;0.07323979;0;1.434496
1984-09-23;0.73298429;0.3141361;0;1.04712
1984-09-26;2.51308901;0;0;2.513089
1984-09-26;1.45549738;0.1345487;0.031413613;1.62146
1984-09-28;10.47120419;6.387435;2.303664921;19.162304
1984-09-30;1.57068063;0;0;1.570681
1984-10-01;2.30366492;0;0;2.303665
1984-10-03;1.4958;0.3340482;0.015706806;1.845555
1984-10-04;0;1.04712;0;1.04712
1984-10-04;1.57068063;0.4188482;0;1.989529
1984-10-06;1.88481675;0.9424084;0;2.827225
1984-10-08;1.2565445;0;0;1.256545
1984-10-09;3.97905759;0;0;3.979058
1984-10-10;0;1.361257;0;1.361257
1984-10-10;1.30890052;0.3246073;0;1.633508
1984-10-24;16.7539267;2.094241;0;18.848168
1984-10-28;0.7591623;0.3664921;0;1.125654
1984-10-29;4.3177445;0.5689853;0.418848168;5.305578
1984-11-01;1.15183246;0.05235602;0.523560209;1.727749
1984-11-02;1.1548712;0.0104712;0;1.165342
1984-11-04;0.20942408;0.9424084;0;1.151832
1984-11-05;1.2565445;0;0;1.256545
1984-11-07;1.8617801;1.183246;0.523560209;3.568586
1984-11-07;4.39790576;2.837696;0;7.235602
1984-11-07;1.57068063;0;0;1.570681
1984-11-10;2.72251309;4.921466;0;7.643979
1984-11-13;1.46596859;0.6036785;0.052356021;2.122003
1984-11-14;1.04712042;1.884817;0;2.931937
1984-11-15;0.94240838;0.3455497;0;1.287958
1984-11-17;1.06800733;0;0;1.068007
1984-11-17;0.94240838;0.3332063;0;1.275615
1984-11-23;1.62303665;0;0;1.623037
1984-11-23;1.9895288;0.6806283;0;2.670157
1984-12-02;1.2565445;0;0;1.256545
1984-12-03;1.10304817;0;0;1.103048
1984-12-03;0.94240838;0.2617801;0;1.204188
1984-12-08;1.15183246;0;0;1.151832
1984-12-08;1.88481675;0;0;1.884817
1984-12-10;3.66492147;3.874346;0;7.539267
1984-12-11;0.83769634;0.2617801;0;1.099476
1984-12-12;0.62827225;0.7329843;0.209424084;1.570681
1984-12-13;2.61780105;0.05235602;0;2.670157
1984-12-17;0.10471204;1.04712;0;1.151832
1984-12-19;1.78010471;2.094241;0;3.874346
1984-12-22;3.97905759;1.04712;0;5.026178
1984-12-28;1.78010471;0;0;1.780105
1984-12-29;1.83246073;2.408377;0.523560209;4.764398
1984-12-31;0.83769634;0.3141361;0;1.151832
1985-01-01;1.5;0;0;1.5
1985-01-03;1.05;0.201;0;1.251
1985-01-04;0.65;0.38;0;1.03
1985-01-05;0.9;0.15;0;1.05
1985-01-05;1.5;0.4;0;1.9
1985-01-05;1.1;0;0;1.1
1985-01-06;1.5;0.18175;0.2;1.88175
1985-01-07;0.705;0.302;0;1.007
1985-01-07;1.63;0;0;1.63
1985-01-07;0.85;0.175;0;1.025
1985-01-08;0.893929;0.113345;0;1.007274
1985-01-08;3.5;0;0;3.5
1985-01-10;2.9;0;0;2.9
1985-01-11;1.956566;0.506571;0;2.463137
1985-01-11;3.05;0.8;0.775;4.625
1985-01-11;0.9;0.13;0;1.03
1985-01-11;0;1.4;0;1.4
1985-01-12;1.077075;0;0;1.077075
1985-01-12;0.75;0.57;0;1.32
1985-01-13;2.6;0;0;2.6
1985-01-13;0.9;0.16;0.02;1.08
1985-01-14;1.34;0.047;0.13;1.517
1985-01-16;0.7;0.37;0;1.07
1985-01-17;0.725;1.391823;0.14;2.256823
1985-01-20;1.422949;0.365464;0;1.788413
1985-01-22;0.132562;0.962934;0.1834;1.278896
1985-01-24;2.993574;1.0345;0.581;4.609074
1985-01-25;1.191;1.992;0;3.183
1985-01-28;1.2;0;0;1.2
1985-01-28;1.75;0.993;0;2.743
1985-01-30;0.6;1.7;0.7;3
1985-01-31;1.008938;0;0;1.008938
1985-02-08;0.9;0.1;0.004084;1.004084
1985-02-10;0.75;1.1;0;1.85
1985-02-11;1.520994;0;0;1.520994
1985-02-11;0.85;0.386535;0.013554;1.250089
1985-02-11;1;0;0;1
1985-02-12;1.5;0.291;0.165;1.956
1985-02-14;0;1;0.05;1.05
1985-02-15;2.26;0.519;0;2.779
1985-02-16;7.4;9.437567;5.3;22.137567
1985-02-17;1.02;0.375;0.05;1.445
1985-02-17;0.8001;0.205;0;1.0051
1985-02-19;0;1;0;1
1985-02-19;1;0;0;1
1985-02-20;0.95;15.35;0;16.3
1985-02-20;0;1.11;0;1.11
1985-02-21;1.475;0;0;1.475
1985-02-21;0.71799;0.331883;0;1.049873
1985-02-23;1.12;0.633542;0;1.753542
1985-02-25;1.8;4.343355;0;6.143355
1985-02-27;1.23;0;0;1.23
1985-03-03;1.57;0.369;0;1.939
1985-03-04;4;32.5;10;46.5
1985-03-05;1.241472;0;0;1.241472
1985-03-11;2;1.4;0;3.4
1985-03-12;0;1;0;1
1985-03-17;4.8;1.4;0;6.2
1985-03-19;0;1.966237;0;1.966237
1985-03-20;0.67;1;0.5;2.17
1985-03-22;1.296;0;0;1.296
1985-03-23;0.705;0.75;0.1;1.555
1985-03-27;0.9;0.15;0.1;1.15
1985-03-28;0.985;0.345;0;1.33
1985-03-28;2.874285;1.226835;0.023165;4.124285
1985-04-11;0.6;0.794239;0;1.394239
1985-04-12;3.6;0.516228;0.645;4.761228
1985-04-14;0.5;3.2;1.168852;4.868852
1985-04-19;0;4;0;4
1985-04-21;0.6;0.7;0.3;1.6
1985-04-24;3.5;3.585;0;7.085
1985-04-26;0.216;0.924054;0.625;1.765054
1985-04-27;2.963;2.703594;0.64006;6.306654
1985-04-28;0.5;0.75;0;1.25
1985-04-28;0.8;0.4;0;1.2
1985-04-29;0;1.136412;0.09;1.226412
1985-04-30;0;4.3;2.263;6.563
1985-04-30;0;2.5;1.67;4.17
1985-05-02;2.4;0.28;0;2.68
1985-05-02;0.74;0.26;0.075;1.075
1985-05-04;1.932957;0;0;1.932957
1985-05-05;0.775;0.6;0;1.375
1985-05-06;0.9;0.35;0;1.25
1985-05-07;2.2;1.03;0.15;3.38
1985-05-09;0.95;0.4051;0.025;1.3801
1985-05-14;1.783;0.5;0;2.283
1985-05-15;0.75;1.6;0;2.35
1985-05-26;2.8;0.35;0;3.15
1985-05-27;1.9;0.45;1;3.35
1985-05-28;4;0;0;4
1985-05-28;0;8;2.5;10.5
1985-05-29;2.35;0.54;0;2.89
1985-05-31;0;3;2.5;5.5
1985-05-31;1.2;1.6;0;2.8
1985-06-01;0.98;0.28;0;1.26
1985-06-02;0.9;0.2;0;1.1
1985-06-06;0.5;0.658759;0.968;2.126759
1985-06-10;0.5;1.7;0;2.2
1985-06-11;1.05;0.02;0;1.07
1985-06-12;6.8;2.4;0;9.2
1985-06-13;1.5;0;0;1.5
1985-06-15;0.8;0.85;0;1.65
1985-06-16;2.4;9.825;0;12.225
1985-06-18;1.3;0.1;0;1.4
1985-06-19;4.5;8.739;1;14.239
1985-06-22;0.95;0.135;0;1.085
1985-06-22;0.85;0.2;0;1.05
1985-06-27;1.35;1.3;0;2.65
1985-06-27;1.3;0.423;0.4;2.123
1985-06-28;3;2.2;0;5.2
1985-06-28;1.225;0.6;0;1.825
1985-06-29;1.1;0;0;1.1
1985-07-02;0.9;0.1;0;1
1985-07-02;0.6;1.3;0.165;2.065
1985-07-06;0.97;0.3074;0;1.2774
1985-07-06;0.65;0.545;0;1.195
1985-07-07;1.2;0;0;1.2
1985-07-07;1.1;0;0;1.1
1985-07-08;1.4;0;0;1.4
1985-07-13;1.4;0.175;0.01;1.585
1985-07-15;2.165042;1.1;0;3.265042
1985-07-15;0.9;0.3;0;1.2
1985-07-16;2.015;0.218;0.2;2.433
1985-07-22;1.6;0;0;1.6
1985-07-28;0;2;0;2
1985-08-02;0.76;2;2;4.76
1985-08-03;0.94;0.225;0;1.165
1985-08-04;1.345;0.027;0;1.372
1985-08-06;1.2;0;0;1.2
1985-08-06;0.05;1.2;0.4;1.65
1985-08-06;1.3;0.4;0;1.7
1985-08-07;0;1.3;0;1.3
1985-08-14;0.7;0.4;0;1.1
1985-08-16;1.1;0;0;1.1
1985-08-19;0.82;0.421012;0;1.241012
1985-08-19;0.76;0.245;0;1.005
1985-08-20;1;2.25;0.032;3.282
1985-08-21;0.96;0.09;0;1.05
1985-08-23;41.213;15.62;0.577636;57.410636
1985-08-24;0.91;0.142;0.036;1.088
1985-08-24;0.925;0.193;0;1.118
1985-08-25;1.8;0.57;0.3;2.67
1985-08-28;0.9649;0.11;0;1.0749
1985-08-30;2.141;0;0;2.141
1985-08-31;5;0.85;0;5.85
1985-09-02;2;10;2.3;14.3
1985-09-04;0.1;1.23;0.641;1.971
1985-09-07;1;0.7;0;1.7
1985-09-08;1.213;4.434;0.52;6.167
1985-09-11;1;0.05;0;1.05
1985-09-12;0.861058;0.295;0;1.156058
1985-09-13;2.6;0.65215;0.33;3.58215
1985-09-15;3;10.5;0;13.5
1985-09-19;0.915;0.2865;0;1.2015
1985-09-19;1.4;0.25;0;1.65
1985-09-23;1.01;0.1546;0.213;1.3776
1985-09-24;3.8;0;0;3.8
1985-09-25;0.892;0.425;0.0085;1.3255
1985-09-25;3.9;0.05;0.1;4.05
1985-09-29;5;1.2;0.5;6.7
1985-10-02;0.96;0.2;0;1.16
1985-10-03;1.5;0;0;1.5
1985-10-06;0.8;0.26;0;1.06
1985-10-10;1.134699;0.356588;0;1.491287
1985-10-11;1.661813;0.32;0;1.981813
1985-10-12;1.5;0;0;1.5
1985-10-12;2.8;0.31436;0.1;3.21436
1985-10-12;2.25;1.8;0.05;4.1
1985-10-13;0.6;0.4;0;1
1985-10-16;0;10.7;0;10.7
1985-10-17;5.6;13.8;0;19.4
1985-10-17;1.605603;0;0;1.605603
1985-10-18;1.05;0.082;0;1.132
1985-10-18;2.255;0;0;2.255
1985-10-19;2;0.02;0;2.02
1985-10-20;1.231;0;0;1.231
1985-10-22;1.9;1.4;0.8;4.1
1985-10-25;1.23;6;0;7.23
1985-10-26;0.75;1.1;0;1.85
1985-10-29;1;0;0;1
1985-10-30;1;1.5;0.06;2.56
1985-11-05;1.5;0.053;0;1.553
1985-11-05;1.7;0;0;1.7
1985-11-06;1.045472;0;0;1.045472
1985-11-06;0.95;0.104;0;1.054
1985-11-10;0.5;0.5;0;1
1985-11-13;1.31;5.4;2;8.71
1985-11-16;0.5;1;0;1.5
1985-11-17;1.5;0;0;1.5
1985-11-18;1.26106;0;0;1.26106
1985-11-19;0.9;0.155;0;1.055
1985-11-27;1.136;0.116;0.03;1.282
1985-11-29;0.2;1.1;0;1.3
1985-12-03;1.3;0;0;1.3
1985-12-04;1.1;0.172078;0.15;1.422078
1985-12-06;0.8;0.2;0;1
1985-12-07;1.2;0;0;1.2
1985-12-08;1.3;0.55;0;1.85
1985-12-10;1.02;0.16;0;1.18
1985-12-11;0.501;0.542;0;1.043
1985-12-11;0.9;0.1;0;1
1985-12-11;0.6;1;0;1.6
1985-12-11;1;4.5;0.1;5.6
1985-12-16;1.3;0.5;0;1.8
1985-12-18;0;1.5;1;2.5
1985-12-20;0.4;1.25;0.1;1.75
1985-12-29;1.45;0;0;1.45
1986-01-02;0.77145612;0.6894889;0;1.460945
1986-01-03;1.15718419;0;0;1.157184
1986-01-04;1.18495661;0.291514;0.019286403;1.495757
1986-01-05;1.35004822;2.89296;0.964320154;5.207329
1986-01-07;3.37512054;0.3085824;0;3.683703
1986-01-09;1.44648023;0;0;1.44648
1986-01-11;1.03865767;0;0;1.038658
1986-01-12;1.2536162;0;0;1.253616
1986-01-13;0.86788814;0.192864;0;1.060752
1986-01-13;0.24108004;1.157184;0;1.398264
1986-01-14;0.72324012;0.5785921;0.096432015;1.398264
1986-01-14;0;2.4108;0;2.4108
1986-01-16;1.39826422;0.04358727;0;1.441851
1986-01-16;0.67502411;0.9643202;0;1.639344
1986-01-19;0.84860174;0.2020251;0;1.050627
1986-01-21;1.06075217;0.6943105;0;1.755063
1986-01-24;2.31436837;2.16972;0;4.484089
1986-01-27;1.28736741;0.3905497;0;1.677917
1986-01-27;0.77145612;0.289296;0;1.060752
1986-01-30;0.84860174;0.1513983;0;1
1986-01-31;2.31436837;0.7685632;0;3.082932
1986-02-01;0.89199614;0.3857281;0;1.277724
1986-02-04;1.06075217;0.1465767;0;1.207329
1986-02-04;0.96432015;0.9643202;0;1.92864
1986-02-05;0.77145612;0.2314368;0;1.002893
1986-02-05;0.77145612;0.3182257;0;1.089682
1986-02-07;1.45932015;0.2988091;0;1.758129
1986-02-11;1.44648023;0;0;1.44648
1986-02-12;1.2536162;0.3375121;0;1.591128
1986-02-12;0.38572806;0.4339441;0.289296046;1.108968
1986-02-13;0.6171649;0.359026;0.046918997;1.02311
1986-02-14;1.92864031;0;0.072324012;2.000964
1986-02-15;0.90794696;0.3190492;0.087314368;1.314311
1986-02-16;1.10414658;0.9643202;0;2.068467
1986-02-16;2.12150434;0.8360656;0.128254581;3.085824
1986-02-18;0.96432015;5.834137;0;6.798457
1986-02-19;1.63934426;0;0;1.639344
1986-02-21;0.46287367;0.5014465;0.675024108;1.639344
1986-02-28;0.94021215;0.289296;0;1.229508
1986-02-28;1.44648023;0.289296;0;1.735776
1986-02-28;2.41062295;0.4127936;0;2.823417
1986-03-01;2.5072324;0;0;2.507232
1986-03-03;1.44082932;0.1928872;0.233023144;1.86674
1986-03-03;4.33944069;0;0.096432015;4.435873
1986-03-04;1.92864031;0;0;1.92864
1986-03-04;0.96432015;0.09643202;0;1.060752
1986-03-05;1.15323047;0.5882353;0;1.741466
1986-03-07;2.41080039;0.4821601;0.192864031;3.085824
1986-03-08;4.33944069;7.714561;0;12.054002
1986-03-08;1.15718419;0;0;1.157184
1986-03-09;2.12150434;0.289296;0;2.4108
1986-03-10;1.44648023;0.1118611;0;1.558341
1986-03-16;1.35004822;0;0;1.350048
1986-03-19;0.77145612;2.4108;0;3.182257
1986-03-19;1.35053038;0.5501331;0;1.900663
1986-03-19;0.48216008;1.350048;0.482160077;2.314368
1986-03-22;0;3.375121;0.332690453;3.707811
1986-03-23;2.70009643;0.5062681;0;3.206365
1986-03-30;0.91610415;0.144648;0;1.060752
1986-04-01;1.44648023;0;0;1.44648
1986-04-02;0.48216008;0.6750241;0;1.157184
1986-04-02;1.83220829;2.4108;0.964320154;5.207329
1986-04-02;2.70009643;0.4821601;0.482160077;3.664417
1986-04-03;1.49469624;0.1645323;0;1.659229
1986-04-03;0.38572806;2.121504;0;2.507232
1986-04-07;0.19286403;0.5882353;2.410800386;3.1919
1986-04-07;2.94117647;13.50048;0;16.441659
1986-04-08;0.84860174;0.2343298;0;1.082932
1986-04-08;2.41080039;0;0;2.4108
1986-04-10;2.79652845;0.5834233;0.289296046;3.669248
1986-04-10;0.98842816;0.192864;0;1.181292
1986-04-10;12.15043394;7.232401;9.643201543;29.026037
1986-04-11;3.37512054;1.44648;0.096432015;4.918033
1986-04-11;0.95564127;0.192864;0;1.148505
1986-04-16;0.77145612;0.6750241;0.096432015;1.542912
1986-04-17;1.2536162;0.3134041;0;1.56702
1986-04-18;1.15718419;0.09643202;0;1.253616
1986-04-19;0.96432015;0.4821601;0.096432015;1.542912
1986-04-22;1.44648023;0.3857281;0;1.832208
1986-04-24;0.48216008;1.157184;0.024108004;1.663452
1986-04-26;0.96432015;0.3134041;0;1.277724
1986-04-27;1.21533462;1.228255;0;2.443589
1986-04-28;0;2.89296;0;2.89296
1986-04-30;2.89296046;0.24108;0;3.134041
1986-05-01;0;0.6750241;1.928640309;2.603664
1986-05-02;0.80038573;2.89296;0.096432015;3.789778
1986-05-03;0;1.735776;0.166827387;1.902604
1986-05-03;2.89290743;0.2989392;0.578592093;3.770439
1986-05-05;0.89681774;0.2700096;0;1.166827
1986-05-06;1.05207329;0.07425265;0.06268081;1.189007
1986-05-07;1.15718419;0.1639344;0;1.321119
1986-05-12;1.2536162;0.4821601;0;1.735776
1986-05-12;0.96432015;8.678881;2.892960463;12.536162
1986-05-13;0.98360656;0.3375121;0;1.321119
1986-05-15;0;0.8678881;0.289296046;1.157184
1986-05-16;1.92864031;2.89296;0.964320154;5.785921
1986-05-21;1.35004822;0.4821601;0;1.832208
1986-05-21;1.30183221;0.08714754;0;1.38898
1986-05-22;1.10896818;0.09643202;0;1.2054
1986-05-24;0.14464802;0;0.964320154;1.108968
1986-05-28;1.44648023;0.2635911;0.019286403;1.729358
1986-05-30;0;0.6750241;0.964320154;1.639344
1986-06-01;0.84663645;0.2410116;0;1.087648
1986-06-06;1.15718419;0.3857281;0;1.542912
